last_name,first_name,scholar_id,title,author,journal,number,cites,year,cid,pubid,hc_affil
Kough,Andrew,QzwgKJ0AAAAJ,"Relationships between queen conch larval biology and recruitment, connectivity, and fishery management","AW Stoner, M Davis, AS Kough",Reviews in Fisheries Science & Aquaculture,"31 (4), 535-597",8,2023,656953310871471377,4TOpqqG69KYC,TRUE
Kough,Andrew,QzwgKJ0AAAAJ,Anthropause shows differential influence of tourism and a no‐take reserve on the abundance and size of two fished species,"AS Kough, BC Gutzler, JG Tuttle, N Palma, LC Knowles, L Waterhouse",Aquatic Conservation: Marine and Freshwater Ecosystems,"32 (10), 1693-1709",8,2022,7389470669708946314,Zph67rFs4hoC,TRUE
Kough,Andrew,QzwgKJ0AAAAJ,Cross-Hemispheric Genetic Diversity and Spatial Genetic Structure of Callinectes sapidus Reovirus 1 (CsRV1),"M Zhao, LV Plough, DC Behringer, J Bojko, AS Kough, NW Alper, L Xu, ...",Viruses,"15 (2), 563",7,2023,17381475582046267910,_kc_bZDykSQC,TRUE
Kough,Andrew,QzwgKJ0AAAAJ,The spatial context of “winning” in MPA network design: Location matters,"AS Kough, CB Paris, MJ Butler IV",Conservation,11 (3),7,2018,1076956329644917358,WF5omc3nYNoC,TRUE
Kough,Andrew,QzwgKJ0AAAAJ,Empirical support of predicted larval connectivity patterns demand conservation action for queen conch (Aliger gigas) in The Bahamas,AS Kough,Conservation Science and Practice,"6 (7), e13162",3,2024,6279511975391978241,M3ejUd6NZC8C,TRUE
Kough,Andrew,QzwgKJ0AAAAJ,"Piscine predation rates vary relative to habitat, but not protected status, in an island chain with an established marine reserve","AS Kough, CA Belak",Frontiers in Marine Science,"9, 921463",3,2022,8249290550568596873,ULOm3_A8WrAC,TRUE
Kough,Andrew,QzwgKJ0AAAAJ,Estimating spatial patchiness of a threatened marine snail based on movement behavior,"AS Kough, BC Gutzler, LE Skipper III",Conservation Biology,"40 (3), e70203",0,2026,NA,9ZlFYXVOiuMC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,People need freshwater biodiversity,"AJ Lynch, SJ Cooke, AH Arthington, C Baigun, L Bossenbroek, C Dickens, ...",Wiley Interdisciplinary Reviews: Water,"10 (3), e1633",306,2023,1486352466183060335,GnPB-g6toBAC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Conducting and interpreting fish telemetry studies: considerations for researchers and resource managers,"JW Brownscombe, EJI Lédée, GD Raby, DP Struthers, LFG Gutowsky, ...",Reviews in Fish Biology and Fisheries,"29 (2), 369-400",220,2019,17636283449921430602,qUcmZB5y_30C,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Inland fish and fisheries integral to achieving the Sustainable Development Goals,"AJ Lynch, V Elliott, SC Phang, JE Claussen, I Harrison, KJ Murchie, ...",Nature Sustainability,"3 (8), 579-587",168,2020,562967744522373639,4JMBOYKVnBMC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,"One hundred pressing questions on the future of global fish migration science, conservation, and policy","RJ Lennox, CP Paukert, K Aarestrup, M Auger-Méthé, L Baumgartner, ...",Frontiers in Ecology and Evolution,"7, 286",152,2019,"8971660493209611463,722847543989054553",-f6ydRqryjwC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Fundamentals of graphic design—essential tools for effective visual science communication,"KJ Murchie, D Diomede",Facets,"5 (1), 409-422",73,2020,6260406616339397099,iH-uZ7U-co4C,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Trophic niche dynamics of three nearshore benthic predators in The Bahamas,"ON Shipley, KJ Murchie, MG Frisk, OR O’Shea, MM Winchester, ...",Hydrobiologia,"813 (1), 177-188",45,2018,9827566409674344209,mVmsd5A6BfQC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,People need freshwater biodiversity. WIREs Water 10: e1633,"AJ Lynch, SJ Cooke, AH Arthington, C Baigun, L Bossenbroek, C Dickens, ...",DOI,,37,2023,9497000625863502671,M05iB0D1s5AC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Fishing for conservation of freshwater tropical fishes in the Anthropocene.,"SC Phang, M Cooperman, AJ Lynch, EA Steel, V Elliott, KJ Murchie, ...",Aquatic Conservation,"29 (7), 1039",35,2019,6132475433816852905,hC7cP41nSMkC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,An energetics–performance framework for wild fishes,"JW Brownscombe, GD Raby, KJ Murchie, AJ Danylchuk, SJ Cooke",Journal of Fish Biology,"101 (1), 4-12",31,2022,4461163611244901692,NMxIlDl6LWMC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Low lipid and urea effects and inter-tissue comparisons of stable isotope signatures in three nearshore elasmobranchs,"ON Shipley, KJ Murchie, MG Frisk, EJ Brooks, OR O’Shea, M Power",Marine Ecology Progress Series,"579, 233-238",27,2017,"1159956208434862713,14042605829034613022",Wp0gIr-vW9MC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,A future for the inland fish and fisheries hidden within the sustainable development goals,"VL Elliott, AJ Lynch, SC Phang, SJ Cooke, IG Cowx, JE Claussen, ...",Frontiers in Environmental Science,"10, 756045",23,2022,9127921549294476197,hMod-77fHWUC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Ontogenetic patterns in resource use dynamics of bonefish (Albula vulpes) in the Bahamas,"KJ Murchie, CR Haak, M Power, ON Shipley, AJ Danylchuk, SJ Cooke",Environmental Biology of Fishes,"102 (2), 117-127",21,2019,14047835513703050623,ZeXyd9-uunAC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,For the love of suckers: scientific benefits of engaging volunteers to monitor migrations and advocate for native non-game fishes,"KJ Murchie, ES Childress, PB McIntyre",Environmental Biology of Fishes,"107 (12), 1515-1528",9,2024,13073247060560415605,ns9cj8rnVeAC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Societal values of inland fishes,"AJ Lynch, RI Arthur, C Baigun, JE Claussen, K Kangur, AA Koning, ...",,,8,2022,1241403070945099913,blknAaTinKkC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,A conceptual framework and methods for studying the connectivity of fishes,"JN Bergman, JA Robichaud, J McCutcheon, MT Booth, B Campbell, ...",Fish and Fisheries,"27 (2), 342-369",6,2026,14666148569319495054,vV6vV6tmYwMC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,The untapped potential of CMS for migratory freshwater fishes,"F He, Z Hogan, SC Jähnig, ZA Bess, M Böhm, P Griffith, D Gundermann, ...",Nature Reviews Biodiversity,"2 (1), 4-6",4,2026,8837805674314305923,lSLTfruPkqcC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,How most influential ecological and geomorphologic river concepts shaped modern aquatic ecology and restoration,"V Ouellet, KJ Murchie, J Kocik, GR Pess, T Beechie, R Saunders, B Cluer, ...",,,0,2026,NA,2P1L_qKh6hAC,TRUE
Murchie,Karen,Sch8OYsAAAAJ,Angling for Ideas in Science Communication to Hosting a Photo‐essay Workshop for Teens: Implementing the Winning Idea from Wiley Publishing's First Impact‐a‐thon,"J DeFilippi Simpson, SM Glaser, KJ Murchie, PD Shirey",Fisheries,"46 (12), 617-628",0,2021,NA,M3NEmzRMIkIC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Widespread diversity deficits of coral reef sharks and rays,"CA Simpfendorfer, MR Heithaus, MR Heupel, MA MacNeil, M Meekan, ...",Science,"380 (6650), 1155-1160",110,2023,8783633367087361598,N5tVd3kTz84C,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Biotelemetry informing management: case studies exploring successful integration of biotelemetry data into fisheries and habitat management,"JL Brooks, JM Chapman, AN Barkley, ST Kessel, NE Hussey, SG Hinch, ...",Canadian Journal of Fisheries and Aquatic Sciences,"76 (7), 1238-1252",99,2019,9011011774832320927,YOwf2qJgpHMC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Abundance and species diversity hotspots of tracked marine predators across the North American Arctic,"DJ Yurkowski, M Auger‐Méthé, ML Mallory, SNP Wong, G Gilchrist, ...",Diversity and Distributions,"25 (3), 328-345",84,2019,15622591705313104353,JV2RwH3_ST0C,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Conservation of reef manta rays (Manta alfredi) in a UNESCO World Heritage Site: Large-scale island development or sustainable tourism?,"ST Kessel, NA Elamin, DJ Yurkowski, T Chekchak, RP Walter, R Klaus, ...",PloS one,"12 (10), e0185419",59,2017,10119562095588602222,4TOpqqG69KYC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Anthropogenic pressures on reef-associated sharks in jurisdictions with and without directed shark fishing,"GM Clementi, EA Babcock, J Valentin-Albanese, ME Bond, KI Flowers, ...",Marine Ecology Progress Series,"661, 175-186",47,2021,289380064947886648,dfsIfKJdRG4C,TRUE
Kessel,Steve,9rEgdxQAAAAJ,"Circumpolar genetic population structure of polar cod, Boreogadus saida","RJ Nelson, C Bouchard, L Fortier, AR Majewski, JD Reist, K Præbel, ...",Polar Biology,"43 (8), 951-961",40,2020,14915548976724079074,ldfaerwXgEUC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,A novel framework to protect animal data in a world of ecosurveillance,"RJ Lennox, R Harcourt, JR Bennett, A Davies, AT Ford, RM Frey, ...",BioScience,"70 (6), 468-476",40,2020,15970484057180175382,2P1L_qKh6hAC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Broad feeding niches of capelin and sand lance may overlap those of polar cod and other native fish in the eastern Canadian Arctic,"S Pedro, AT Fisk, SH Ferguson, NE Hussey, ST Kessel, MA McKinney",Polar Biology,"43 (11), 1707-1724",39,2020,11594641048202410251,pqnbT2bcN3wC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,"Globally coordinated acoustic aquatic animal tracking reveals unexpected, ecologically important movements across oceans, lakes and rivers","RJ Lennox, FG Whoriskey, P Verhelst, CS Vandergoot, M Soria, ...",Ecography,"2024 (1), e06801",34,2024,14014600858432517829,Fu2w8maKXqMC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Directed conservation of the world’s reef sharks and rays,"JS Goetze, MR Heithaus, MA MacNeil, E Harvey, CA Simpfendorfer, ...",Nature Ecology & Evolution,"8 (6), 1118-1128",32,2024,11796284898486672338,yB1At4FlUx8C,TRUE
Kessel,Steve,9rEgdxQAAAAJ,"Limited effects of changing prey fish communities on food quality for aquatic predators in the eastern Canadian Arctic in terms of essential fatty acids, methylmercury and selenium","S Pedro, AT Fisk, SH Ferguson, NE Hussey, ST Kessel, MA McKinney",Chemosphere,"214, 855-865",28,2019,8693397046983367267,iH-uZ7U-co4C,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Population genomic response to geographic gradients by widespread and endemic fishes of the Arabian Peninsula,"JD DiBattista, P Saenz‐Agudelo, MJ Piatek, EF Cagua, BW Bowen, ...",Ecology and Evolution,"10 (10), 4314-4330",25,2020,15863747374038331198,70eg2SAEIzsC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,"Home sweet home: spatiotemporal distribution and site fidelity of the reef manta ray (Mobula alfredi) in Dungonab Bay, Sudan","AM Knochel, NE Hussey, ST Kessel, CD Braun, JEM Cochran, G Hill, ...",Movement Ecology,"10 (1), 22",21,2022,9236289938672300261,8AbLer7MMksC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Acoustic telemetry,"MR Heupel, ST Kessel, JK Matley, CA Simpfendorfer",CRC Press,,21,2018,6804173310786302368,J_g5lzvAfSwC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,"Multi-year acoustic tracking reveals transient movements, recurring hotspots, and apparent seasonality in the coastal-offshore presence of Greenland sharks (Somniosus …","JE Edwards, KJ Hedges, ST Kessel, NE Hussey",Frontiers in Marine Science,"9, 902854",20,2022,3270334679568196680,wbdj-CoPYUoC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Transcoelomic expulsion of an ingested foreign object by a carcharhinid shark,"ST Kessel, J Fraser, WG Van Bonn, JL Brooks, TL Guttridge, NE Hussey, ...",Marine and Freshwater Research,"68 (11), 2173-2177",17,2017,8332503706782583005,KlAtU1dfN6UC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,"Thirty‐five years of tiger shark Galeocerdo cuvier relative abundance near Bimini, The Bahamas, and the Southeastern United States with a comparison across …","MJ Smukall, J Carlson, ST Kessel, TL Guttridge, F Dhellemmes, AC Seitz, ...",Journal of Fish Biology,"101 (1), 13-25",15,2022,2953019526235069603,sSrBHYA8nusC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Estimated life-history traits and movements of the Caribbean reef shark (Carcharhinus perezi) in The Bahamas based on tag-recapture data,"BS Talwar, D Bradley, C Berry, ME Bond, IA Bouyoucos, AML Brooks, ...",Marine Biology,"169 (5), 55",15,2022,17405829298616950341,4fKUyHm3Qg0C,TRUE
Kessel,Steve,9rEgdxQAAAAJ,"No apparent negative tagging effects after 13 years at liberty for lemon shark, Negaprion brevirostris implanted with acoustic transmitter","MJ Smukall, ST Kessel, BR Franks, KA Feldheim, TL Guttridge, SH Gruber",Journal of fish biology,"94 (1), 173-177",14,2019,1670614485366025178,k_IJM867U9cC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Global trends in aquatic animal satellite telemetry studies,"JA Robichaud, AL Haley, L LaRochelle, JD Russo, J Zhang, ...",Environmental Reviews,"33, 1-19",7,2025,14857460812301506826,0izLItjtcgwC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Habitat‐specific impacts of climate change on the trophic demand of a marine predator,"SM Luongo, EVC Schneider, AR Harborne, ST Kessel, YP Papastamatiou",Ecology,"105 (2), e4222",4,2024,15290308633326800188,kzcrU_BdoSEC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Size class segregation of Arctic cod (Boreogadus saida) in a shallow High Arctic embayment,"ST Kessel, RE Crawford, NE Hussey, SV Ivanova, JP Holden, AT Fisk",Arctic Science,"7 (1), 208-216",4,2020,10766880218135618126,SeFeTyx0c_EC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Crossing the Gulf Stream: Movements of Adult Lemon Sharks (Negaprion brevirostris) Between the Southeastern Florida and Western Bahamas Shelves,"J Reuder, S Kessel, J Brunnschweiler, D Kerstetter",Caribbean Journal of Science,"56 (2), 404-415",0,2026,NA,QYdC8u9Cj1oC,TRUE
Kessel,Steve,9rEgdxQAAAAJ,Global distribution of aquatic animal telemetry effort reveals geographic biases and opportunities for more inclusive tracking studies,"ST Kessel, M Auger‐Méthé, AP Barbosa Martins, SJ Cooke, AT Fisk, ...","Conservation Science and Practice, e",e70314,0,2026,NA,9c2xU6iGI7YC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Increasing comparability among coral bleaching experiments,"AG Grottoli, RJ Toonen, R van Woesik, R Vega Thurber, ME Warner, ...",Ecological applications,"31 (4), e02262",200,2021,581375150013889163,Ri6SYOTghG4C,TRUE
Cunning,Ross,64k3A4EAAAAJ,Comparative analysis of the Pocillopora damicornis genome highlights role of immune system in coral evolution,"R Cunning, RA Bay, P Gillette, AC Baker, N Traylor-Knowles",Scientific reports,"8 (1), 16134",167,2018,13784852917343521710,Ug5p-4gJ2f0C,TRUE
Cunning,Ross,64k3A4EAAAAJ,Dynamic symbioses reveal pathways to coral survival through prolonged heatwaves,"DC Claar, S Starko, KL Tietjen, HE Epstein, R Cunning, KM Cobb, ...",Nature communications,"11 (1), 6097",165,2020,14640114000127548959,kh2fBNsKQNwC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Building consensus around the assessment and interpretation of Symbiodiniaceae diversity,"SW Davies, MH Gamache, LI Howe-Kerr, NG Kriefall, AC Baker, ...",PeerJ,"11, e15023",121,2023,8087103439720982901,HtEfBTGE9r8C,TRUE
Cunning,Ross,64k3A4EAAAAJ,Thermotolerant coral symbionts modulate heat stress‐responsive genes in their hosts,"R Cunning, AC Baker",Molecular Ecology,"29 (15), 2940-2950",110,2020,9439508292749779939,PVjk1bu6vJQC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Extensive coral mortality and critical habitat loss following dredging and their association with remotely-sensed sediment plumes,"R Cunning, RN Silverstein, BB Barnes, AC Baker",Marine Pollution Bulletin,"145, 185-199",105,2019,1657810095139477508,0N-VGjzr574C,TRUE
Cunning,Ross,64k3A4EAAAAJ,Cophylogeny and specificity between cryptic coral species (Pocillopora spp.) at Mo′orea and their symbionts (Symbiodiniaceae),"EC Johnston, R Cunning, SC Burgess",Molecular Ecology,"31 (20), 5368-5385",68,2022,4898071841941411225,8d8msizDQcsC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Marine heatwaves threaten cryptic coral diversity and erode associations among coevolving partners,"S Starko, JE Fifer, DC Claar, SW Davies, R Cunning, AC Baker, JK Baum",Science advances,"9 (32), eadf0954",65,2023,12028129037100506789,XvxMoLDsR5gC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Competition and succession among coral endosymbionts,"SE McIlroy, R Cunning, AC Baker, MA Coffroth",Ecology and Evolution,,49,2019,10016104972035806641,FPJr55Dyh1AC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Temperature‐mediated acquisition of rare heterologous symbionts promotes survival of coral larvae under ocean warming,"SB Matsuda, LJ Chakravarti, R Cunning, AS Huffmyer, CE Nelson, ...",Global Change Biology,"28 (6), 2006-2025",40,2022,10008312897916047121,_FM0Bhl9EiAC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Symbiont shuffling induces differential DNA methylation responses to thermal stress in the coral Montastraea cavernosa,"JA Rodriguez‐Casariego, R Cunning, AC Baker, JM Eirin‐Lopez",Molecular Ecology,,40,2021,17507621584680557651,4fGpz3EwCPoC,TRUE
Cunning,Ross,64k3A4EAAAAJ,The role of background algal symbionts as drivers of shuffling to thermotolerant Symbiodiniaceae following bleaching in three Caribbean coral species,"D Buzzoni, R Cunning, AC Baker",Coral reefs,"42 (6), 1285-1295",30,2023,453609248851071711,OTTXONDVkokC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Heat stress and bleaching in corals: a bioenergetic model,"F Pfab, AR Detmer, HV Moeller, RM Nisbet, HM Putnam, R Cunning",Coral Reefs,"43 (6), 1627-1645",28,2024,8842952438471070931,mNrWkgRL2YcC,TRUE
Cunning,Ross,64k3A4EAAAAJ,From polyps to pixels: understanding coral reef resilience to local and global change across scales,"MK Donovan, C Alves, J Burns, C Drury, OW Meier, R Ritson-Williams, ...",Landscape Ecology,"38 (3), 737-752",25,2023,7814092102756672675,a9-T7VOCCH8C,TRUE
Cunning,Ross,64k3A4EAAAAJ,"Hawaiian coral holobionts reveal algal and prokaryotic host specificity, intraspecific variability in bleaching resistance, and common interspecific microbial consortia …","L Nunez-Pons, R Cunning, CE Nelson, AS Amend, EM Sogin, R Gates, ...",Science of the Total Environment,"889, 164040",20,2023,2594964181697808905,_5tno0g5mFcC,TRUE
Cunning,Ross,64k3A4EAAAAJ,On the use of rapid acute heat tolerance assays to resolve ecologically relevant differences among corals,"R Cunning, SB Matsuda, E Bartels, M D’Alessandro, AR Detmer, ...",Coral Reefs,"43 (6), 1793-1801",19,2024,18023295698204508088,4vMrXwiscB8C,TRUE
Cunning,Ross,64k3A4EAAAAJ,Symbiont-mediated tradeoffs between growth and heat tolerance are modulated by light and temperature in the coral Montipora capitata,"SB Matsuda, ML Opalek, R Ritson-Williams, RD Gates, R Cunning",Coral Reefs,"42 (6), 1385-1394",16,2023,8927721398290813591,IUKN3-7HHlwC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Fertilization by coral-dwelling fish promotes coral growth but can exacerbate bleaching response,"AR Detmer, R Cunning, F Pfab, AL Brown, AC Stier, RM Nisbet, ...",Journal of Theoretical Biology,"541, 111087",16,2022,12791555028138899462,LO7wyVUgiFcC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Measuring multi-year changes in the Symbiodiniaceae algae in Caribbean corals on coral-depleted reefs,"R Cunning, EA Lenz, PJ Edmunds",PeerJ,"12, e17358",14,2024,1882047868648368134,dBIO0h50nwkC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Will coral reefs survive by adaptive bleaching?,R Cunning,Emerging topics in life sciences,"6 (1), 11-15",13,2021,8564013020720654969,GtLg2Ama23sC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Analysis of a mechanistic model of corals in association with multiple symbionts: within-host competition and recovery from bleaching,"AL Brown, F Pfab, EC Baxter, AR Detmer, HV Moeller, RM Nisbet, ...",Conservation Physiology,"10 (1), coac066",12,2022,8130821264699384688,4hFrxpcac9AC,TRUE
Cunning,Ross,64k3A4EAAAAJ,"Heat-tolerant algal symbionts may prevent extirpation of the threatened elkhorn coral, Acropora palmata, in Florida during intensifying marine heatwaves","RF Karp, F Lepiz-Conejo, SB Matsuda, B Corbett, AD Wen, JD Unsworth, ...",Coral reefs,"44 (3), 953-965",11,2025,1730536532283734213,yFnVuubrUp4C,TRUE
Cunning,Ross,64k3A4EAAAAJ,"Timescale separation and models of symbiosis: state space reduction, multiple attractors and initialization","F Pfab, AL Brown, AR Detmer, EC Baxter, HV Moeller, R Cunning, ...",Conservation Physiology,"10 (1), coac026",10,2022,11979981704252889703,anf4URPfarAC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Marine heatwaves transform coral symbioses with enduring effects,"A Van Nynatten, R Cunning, KL Tietjen, JK Baum",Ecology Letters,"28 (11), e70263",7,2025,8323027522506494054,LhH-TYMQEocC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Genome assembly and annotation of Acropora pulchra from Mo’orea French Polynesia,"T Conn, J Ashey, R Cunning, HM Putnam",GigaByte,"2025, gigabyte153-0",6,2025,50475570331734632,bKqednn6t2AC,TRUE
Cunning,Ross,64k3A4EAAAAJ,"Acropora cervicornis Data Coordination Hub, an open access database for evaluating genet performance","PM Kiel, N Formel, M Jankulak, AC Baker, R Cunning, DS Gilliam, ...",Bulletin of marine science,"99 (2), 119-136",4,2023,14294235059866267337,6ZxmRoH8BuwC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Persistent Legacy Effects of Marine Heatwaves on Coral Symbioses,"D Buzzoni, A Van Nynatten, R Cunning, JK Baum",Global Change Biology,"32 (3), e70818",1,2026,8016470892223210318,tH6gc1N1XXoC,TRUE
Cunning,Ross,64k3A4EAAAAJ,A model for heat and light stress in photosynthesis,"F Pfab, R Cunning, AR Detmer, CF Frederica, LJ Irving, HV Moeller, ...",Ecological Modelling,"519, 111631",0,2026,NA,vDZJ-YLwNdEC,TRUE
Cunning,Ross,64k3A4EAAAAJ,Retrospective Review of Dexmedetomidinebutorphanol-Midazolam or Medetomidinebutorphanol-Midazolam for Anesthesia of Sea Otters (enhydra Lutris) Under Professional Care,"ZC Ready, L Adams, K Herrick, R Cunning, J Russell, T Schmitt, ...",Journal of Zoo and Wildlife Medicine,"56 (3), 497-506",0,2025,NA,fFSKOagxvKUC,TRUE
Casper,Andy,VZfzecEAAAAJ,Does aquatic invasive species removal benefit native fish? The response of gizzard shad (Dorosoma cepedianum) to commercial harvest of bighead carp (Hypophthalmichthys nobilis …,"SA Love, NJ Lederman, RL Anderson, JA DeBoer, AF Casper",Hydrobiologia,"817 (1), 403-412",54,2018,16798261556035015775,KS-xo-ZNxMsC,TRUE
Casper,Andy,VZfzecEAAAAJ,"First records of the fishhook waterflea Cercopagis pengoi Ostroumov, 1891 in the Mississippi River Basin, Illinois Waterway, USA","KA Maxson, AL Whitten, BS Harris, A Happel, SE Butler, JJ Parkos III, ...",BioInvasions Records,"12 (4), 1079-1087",3,2023,7819868620537920774,DQNrXyjhriIC,TRUE
Casper,Andy,VZfzecEAAAAJ,Evaluating the potential responses of native fish and mussels to proposed separation of Lake Michigan from the Illinois River Waterway at Brandon Road Lock and Dam,"ME Altenritter, AF Casper",INHS Technical Report,"29 (http://hdl.handle.net/2142/101445), pp. 48",2,2018,5458683600913941936,rCNdntzdTkkC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Diet complexity of Lake Michigan salmonines: 2015–2016,"BS Leonhardt, A Happel, H Bootsma, CR Bronte, S Czesny, Z Feiner, ...",Journal of Great Lakes Research,"46 (4), 1044-1057",49,2020,16356185453753188914,KlAtU1dfN6UC,TRUE
Happel,Austin,KxsD8eYAAAAJ,At-sea feeding ecology of parasitic lampreys,"BR Quintella, BJ Clemens, TM Sutton, MJ Lança, CP Madenjian, ...",Journal of Great Lakes Research,"47, S72-S89",47,2021,5744458932622508886,HDshCWvjkbEC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Application of floating wetlands for the improvement of degraded urban waters: Findings from three multi-year pilot-scale installations,"MN Rome, A Happel, C Dahlenburg, P Nicodemus, E Schott, S Mueller, ...",Science of the Total Environment,"877, 162669",30,2023,8454516751748016320,j3f4tGmQtD8C,TRUE
Happel,Austin,KxsD8eYAAAAJ,A volunteer-populated online database provides evidence for a geographic pattern in symptoms of black spot infections,A Happel,International Journal for Parasitology: Parasites and Wildlife,"10, 156-163",30,2019,12013044590583391604,Se3iqnhoufwC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Chicago’s fish assemblage over~ 30 years–more fish and more native species,"A Happel, D Gallagher",Urban Ecosystems,"24 (2), 311-325",24,2021,10363098035138760557,Zph67rFs4hoC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Decreases in wastewater pollutants increased fish diversity of Chicago's waterways,"A Happel, D Gallagher",Science of the Total Environment,"824, 153776",21,2022,4345005474136924820,e5wmG9Sq2KIC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Fatty acids differentiate consumers despite variation within prey fatty acid profiles,"A Happel, C Maier, N Farese, S Czesny, J Rinchard",Freshwater Biology,"64 (8), 1416-1426",18,2019,11145678371155081818,roLk4NBRz8UC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Testing food web theory in a large lake: The role of body size in habitat coupling in Lake Michigan,"BM Maitland, HA Bootsma, CR Bronte, DB Bunnell, ZS Feiner, KH Fenske, ...",Ecology,"105 (10), e4413",15,2024,1632035155733156776,TFP_iSt0sucC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Fatty acid profiles of lake trout reveal the importance of lipid content for interpreting trophic relationships within and across lakes,"A Happel, CP Stafford, J Rinchard, S Czesny",Journal of Great Lakes Research,"46 (1), 188-197",10,2020,6098089549842743463,hqOjcs7Dif8C,TRUE
Happel,Austin,KxsD8eYAAAAJ,Increasing fish diversity of Chicago's waterways,A Happel,Knowledge & Management of Aquatic Ecosystems,6,9,2022,18221778316577787307,R3hNpaxXUhUC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Natural shorelines support greater diversity and abundances of fishes than armoured shores along Chicago's waterways,"A Happel, N Lederman, C Snyder",Aquatic Conservation: Marine and Freshwater Ecosystems,"34 (5), e4158",7,2024,6346752560623245313,bEWYMUwI8FkC,TRUE
Happel,Austin,KxsD8eYAAAAJ,Combined sewer overflows alter zooplankton communities in an urban river,"A Happel, E Rukstales",Knowledge & Management of Aquatic Ecosystems,12,4,2025,7789077334808375182,isC4tDSrTZIC,TRUE
Happel,Austin,KxsD8eYAAAAJ,"First records of the fishhook waterflea Cercopagis pengoi Ostroumov, 1891 in the Mississippi River Basin, Illinois Waterway, USA.","KA Maxson, AL Whitten, BS Harris, A Happel, SE Butler, JJ Parkos III, ...",BioInvasions Record,"12 (4), 1079",3,2023,7819868620537920774,iH-uZ7U-co4C,TRUE
Happel,Austin,KxsD8eYAAAAJ,Increased fishing quality of Chicago's waterways following the Clean Water Act,"A Happel, PJ Kennedy",Fisheries Management and Ecology,"30 (5), 464-482",1,2023,10436042180528313322,r0BpntZqJG4C,TRUE
Happel,Austin,KxsD8eYAAAAJ,An empirical test of fatty acid based diet estimation models,"A Happel, J Pike, S Czesny, J Rinchard",Food Webs,"28, e00197",1,2021,674445246107446213,mB3voiENLucC,TRUE
